Title,Year,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID,Nominee,Winner,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_TV Movie,Genre_Thriller,Genre_War,Genre_Western
Dark Waters,2019,7.532,2377,20000000,13601384,552178,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Darkest Hour,2017,7.351,5348,30000000,150847207,399404,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Day Shift,2022,6.753,2101,100000000,0,755566,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
DC League of Super-Pets,2022,7.178,1667,90000000,203000000,539681,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Deadpool,2016,7.622,32067,58000000,782837347,293660,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deadpool & Wolverine,2024,7.57,7932,200000000,1338073645,533535,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Deadpool 2,2018,7.489,18724,110000000,785896632,383498,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Death Note,2017,4.265,4051,40000000,0,351460,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Death on the Nile,2022,6.422,3979,90000000,137307235,505026,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Death Wish,2018,6.203,2667,30000000,34017028,395990,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Decision to Leave,2022,7.335,1370,0,16914773,705996,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
Deep Water,2022,5.817,1531,49000000,0,619979,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Deepwater Horizon,2016,6.886,4736,110000000,121790376,296524,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,8.209,4313,15700000,523542183,635302,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Den of Thieves,2018,6.854,3246,30000000,80509622,449443,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Descendants,2015,7.148,2445,0,0,277217,0,0,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
Despicable Me 3,2017,6.466,7456,80000000,1034800131,324852,0,0,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Despicable Me 4,2024,7.013,2972,100000000,969597394,519182,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Dirty Grandpa,2016,5.936,4500,11500000,94100000,291870,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Doctor Sleep,2019,7.143,4692,45000000,72385286,501170,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Doctor Strange,2016,7.418,22915,180000000,676343174,284052,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Doctor Strange in the Multiverse of Madness,2022,7.24,9872,290000000,955775804,453395,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dog,2022,7.306,1694,20000000,84774243,626735,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dogman,2018,7.528,2258,0,5080147,483184,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Dogman,2023,7.874,1267,0,4082217,944401,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dolittle,2020,6.588,3764,175000000,251410631,448119,0,0,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Don't Breathe,2016,7.016,7761,9900000,158906350,300669,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Don't Breathe 2,2021,7.018,2722,15000000,53785551,482373,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Don't Look Up,2021,7.067,8890,75000000,791863,646380,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Don't Move,2024,6.335,899,0,0,1063877,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Don't Worry Darling,2022,6.778,2782,35000000,86700000,619730,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Downsizing,2017,5.387,3978,68000000,55003890,301337,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Dragon Ball Super: Broly,2018,7.903,3036,1000000,125002821,503314,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dragon Ball Super: Super Hero,2022,7.887,2947,0,86600000,610150,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dream Scenario,2023,6.651,1160,10000000,14114415,823482,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Drive My Car,2021,7.4,1407,1300000,15356046,758866,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dumbo,2019,6.591,4451,170000000,353284621,329996,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Dune,2021,7.778,14110,165000000,407573628,438631,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dune: Part Two,2024,8.1,7199,190000000,714844358,693134,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dungeons & Dragons: Honor Among Thieves,2023,7.332,4232,151000000,208200000,493529,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dunkirk,2017,7.4,17108,150000000,527000000,374720,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
El Camino: A Breaking Bad Movie,2019,7.042,5381,0,0,559969,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Elemental,2023,7.6,5027,200000000,496444308,976573,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
Elvis,2022,7.477,3710,85000000,288670284,614934,1,0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
Emilia Pérez,2024,6.511,1835,26000000,16302703,974950,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Emma.,2020,7.009,1862,10000000,25200000,556678,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Encanto,2021,7.6,9925,150000000,261292688,568124,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Enola Holmes,2020,7.242,6321,21000000,0,497582,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Enola Holmes 2,2022,7.321,1635,0,0,829280,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Escape from Pretoria,2020,7.186,1419,0,2431995,502425,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
Escape Room,2019,6.54,4895,9000000,155712077,522681,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Escape Room: Tournament of Champions,2021,6.514,2172,15000000,65774490,585216,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Eternals,2021,6.792,8828,200000000,402064899,524434,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eurovision Song Contest: The Story of Fire Saga,2020,6.42,1502,0,0,531454,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Everest,2015,6.827,5079,55000000,203427584,253412,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Every Day,2018,7.251,2273,4900000,10400000,465136,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Everything Everywhere All at Once,2022,7.728,7443,25000000,139200000,545611,1,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Everything, Everything",2017,7.242,3723,10000000,61621140,417678,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Evil Dead Rise,2023,6.9,3436,15000000,147156372,713704,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Expend4bles,2023,6.09,1764,100000000,37917985,299054,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Extraction,2020,7.304,6385,65000000,0,545609,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Extraction 2,2023,7.406,2713,65000000,0,697843,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Extremely Wicked, Shockingly Evil and Vile",2019,7.0,3461,0,0,457799,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
F9,2021,7.033,7509,200000000,726229501,385128,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fall,2022,7.122,4316,3000000,17363261,985939,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Fantastic Beasts and Where to Find Them,2016,7.3,19331,180000000,809342332,259316,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fantastic Beasts: The Crimes of Grindelwald,2018,6.8,11230,200000000,654900000,338952,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fantastic Beasts: The Secrets of Dumbledore,2022,6.635,4882,200000000,407200000,338953,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fantastic Four,2015,4.4,6264,120000000,167977596,166424,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fantasy Island,2020,5.77,2569,7000000,49500000,539537,0,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
Fast & Furious Presents: Hobbs & Shaw,2019,6.8,7543,200000000,760098996,384018,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fast X,2023,7.016,6104,340000000,704709660,385687,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Fatherhood,2021,7.5,1481,0,0,607259,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fear Street: 1666,2021,7.093,1898,0,0,591275,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Fear Street: 1978,2021,7.2,2112,0,0,591274,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Fear Street: 1994,2021,6.689,2517,0,0,591273,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Feel the Beat,2020,7.57,1143,0,0,707886,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Fences,2016,6.9,2728,24000000,64400000,393457,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ferdinand,2017,7.224,2998,111000000,295038508,364689,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Ferrari,2023,6.4,1162,95000000,39220516,365620,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Fifty Shades Darker,2017,6.476,7826,55000000,381545846,341174,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Fifty Shades Freed,2018,6.682,8233,55000000,371985018,337167,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Fifty Shades of Grey,2015,5.879,12163,40000000,569651467,216015,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Finch,2021,7.823,3774,2500000,0,522402,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Finding Dory,2016,7.04,12429,200000000,1029266989,127380,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
First Man,2018,7.042,5477,70000000,105713218,369972,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Five Feet Apart,2019,8.2,5802,7000000,92600000,527641,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Five Nights at Freddy's,2023,7.4,4622,20000000,297144130,507089,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Flow,2024,8.13,2442,3700000,17660107,823219,0,0,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Fly Me to the Moon,2024,6.806,1028,100000000,42260534,956842,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Focus,2015,6.871,8097,50100000,153962963,256591,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ford v Ferrari,2019,8.0,8590,97600000,225508210,359724,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Fractured,2019,6.748,2758,0,0,568091,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Freaky,2020,6.558,1743,5000000,15100000,551804,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Free Guy,2021,7.463,9379,110000000,331526598,550988,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fresh,2022,6.973,1775,0,0,787752,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Frozen II,2019,7.242,10062,150000000,1453683476,330457,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Furiosa: A Mad Max Saga,2024,7.46,4491,168000000,174287546,786892,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Furious 7,2015,7.223,11018,190000000,1515400000,168259,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gabriel's Inferno,2020,8.403,2437,0,0,696374,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Gabriel's Inferno: Part II,2020,8.369,1534,0,0,724089,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Game Night,2018,6.846,6070,37000000,117501013,445571,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Gemini Man,2019,6.274,5309,140000000,173469516,453405,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Geostorm,2017,6.118,5004,120000000,221600160,274855,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Gerald's Game,2017,6.402,3820,0,0,343674,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Get Hard,2015,6.024,2807,40000000,111800000,257091,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Get Out,2017,7.621,18294,4500000,255407969,419430,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Ghost in the Shell,2017,6.103,8348,110000000,169801921,315837,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ghostbusters,2016,5.349,6636,144000000,229147509,43074,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ghostbusters: Afterlife,2021,7.337,4943,75000000,204445747,425909,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Ghostbusters: Frozen Empire,2024,6.5,1969,100000000,201967521,967847,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ghosted,2023,6.916,2040,40000000,0,868759,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ghostland,2018,7.387,2567,0,0,476299,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Gifted,2017,8.0,5790,7000000,40300000,400928,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gladiator II,2024,6.653,3991,310000000,462180717,558449,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Glass,2019,6.664,8837,20000000,246999039,450465,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Glass Onion: A Knives Out Mystery,2022,7.0,6180,40000000,15000000,661374,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Gods of Egypt,2016,5.686,4222,140000000,150680864,205584,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Godzilla Minus One,2023,7.592,2872,15000000,113676322,940721,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Godzilla vs. Kong,2021,7.558,10374,200000000,470116094,399566,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Godzilla x Kong: The New Empire,2024,7.1,4394,150000000,571750016,823464,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Godzilla: King of the Monsters,2019,6.695,6470,170000000,387300138,373571,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Going in Style,2017,6.691,2926,25000000,84618541,353070,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Good Time,2017,7.213,2994,2000000,3283369,429200,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Goosebumps,2015,6.31,3898,58000000,158261424,257445,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Gran Turismo,2023,7.739,3155,60000000,121700000,980489,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Green Book,2018,8.224,12370,23000000,321752656,490132,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Green Room,2016,6.726,2839,5000000,3800000,313922,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Greenland,2020,7.125,4828,34000000,52300000,524047,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Gretel & Hansel,2020,5.999,1508,5000000,22304357,542224,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Greyhound,2020,7.417,3152,50300000,0,516486,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Guardians of the Galaxy Vol. 2,2017,7.6,22404,200000000,863756051,283995,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Guardians of the Galaxy Vol. 3,2023,7.932,7783,250000000,845550000,447365,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Guillermo del Toro's Pinocchio,2022,8.042,3175,35000000,0,555604,0,0,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Guns Akimbo,2020,6.432,2454,15000000,835102,457335,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Guy Ritchie's The Covenant,2023,7.73,2938,55000000,21948551,882569,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Hacksaw Ridge,2016,8.191,14417,40000000,175302354,324786,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"Hail, Caesar!",2016,5.931,3905,22000000,63647656,270487,0,0,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Halloween,2018,6.566,4933,10000000,259939869,424139,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Halloween Ends,2022,6.066,1921,33000000,104374176,616820,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Halloween Kills,2021,6.433,2816,20000000,133423964,610253,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Happiest Season,2020,7.126,1272,0,1401954,520172,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Happy Death Day,2017,6.662,6409,4800000,125479266,440021,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Happy Death Day 2U,2019,6.325,3549,9000000,64600152,512196,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Hardcore Henry,2015,6.393,2549,2000000,16810562,325348,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Harry Potter 20th Anniversary: Return to Hogwarts,2022,7.306,3452,0,0,899082,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Haunted Mansion,2023,6.439,1169,157800000,117449790,616747,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
He's All That,2021,6.493,1444,0,0,347626,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Heart of Stone,2023,6.758,1820,0,0,724209,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hell or High Water,2016,7.301,4686,12000000,37600000,338766,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Hellboy,2019,5.578,3595,50000000,55065289,456740,0,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Hereditary,2018,7.291,8225,10000000,87796204,493922,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Heretic,2024,6.974,2282,10000000,51913394,1138194,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Hidden Figures,2016,8.05,10163,25000000,235957472,381284,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
His House,2020,6.416,1178,0,0,575774,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Hit Man,2024,6.794,1434,8800000,5101673,974635,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hitman's Wife's Bodyguard,2021,6.663,2455,70000000,70060492,522931,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hitman: Agent 47,2015,5.886,3176,35000000,81967450,249070,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hocus Pocus 2,2022,7.2,1773,30000000,0,642885,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Holidate,2020,6.985,2282,0,0,615665,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Home,2015,6.789,4125,135000000,368871007,228161,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
Honest Thief,2020,6.484,1821,0,31220247,553604,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hostiles,2017,6.941,2425,55000000,36976336,384680,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Hotel Transylvania 2,2015,6.8,5969,80000000,473200000,159824,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Hotel Transylvania 3: Summer Vacation,2018,6.853,4605,80000000,528600000,400155,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Hotel Transylvania: Transformania,2022,7.051,2938,75000000,18500000,585083,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
House of Gucci,2021,6.575,3307,75000000,153235995,644495,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
How to Be Single,2016,6.255,3281,38000000,112343513,259694,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
How to Train Your Dragon: The Hidden World,2019,7.7,6857,129000000,539987993,166428,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Hubie Halloween,2020,5.913,1721,14000000,0,617505,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Hunter Killer,2018,6.897,2286,40000000,31672678,399402,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hush,2016,6.729,4724,1000000,0,376570,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Hustle,2022,7.719,2709,21000000,0,705861,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hustlers,2019,6.5,3028,20000000,157563598,540901,0,0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hypnotic,2023,6.206,1379,70000000,16014123,536437,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
I Am Mother,2019,6.706,2702,0,643593,505948,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
I Care a Lot,2021,6.6,2861,0,0,601666,0,0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
I Still Believe,2020,7.6,1206,12000000,16069730,585244,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
I'm Still Here,2024,7.94,863,1480000,36109482,1000837,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
I'm Thinking of Ending Things,2020,6.572,2081,0,0,500840,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
"I, Tonya",2017,7.475,6017,11000000,53900000,389015,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ice Age: Collision Course,2016,6.1,4762,105000000,408579038,278154,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
IF,2024,7.018,1461,110000000,190309707,639720,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Immaculate,2024,6.224,1512,9000000,35340015,1041613,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
In the Heart of the Sea,2015,6.8,4246,100000000,93900000,205775,0,0,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
In the Tall Grass,2019,5.542,2313,0,0,523139,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Incredibles 2,2018,7.456,13353,200000000,1243225667,260513,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Independence Day: Resurgence,2016,5.3,6278,165000000,389681935,47933,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Indiana Jones and the Dial of Destiny,2023,6.5,3861,294700000,383963057,335977,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inferno,2016,6.085,6472,75000000,220021259,207932,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Infinite,2021,6.59,2022,0,0,581726,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Inside Out,2015,7.91,22924,175000000,857611174,150540,0,0,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Inside Out 2,2024,7.551,6247,200000000,1698863816,1022789,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
